Gene_Hugo_Symbol,Entrez_Gene_Id
ANKRD61,100310846
AGMAT,79814
FNDC3B,64778
LMBRD1,55788
ACSM1,116285
SDK1,221935
FCAR,2204
TVP23A,780776
ZNF852,285346
PCYT1B,9468
ZBTB49,166793
OR13H1,347468
KDM4A,9682
GEM,2669
TBX4,9496
RASL10A,10633
NDFIP1,80762
DAB2,1601
PI16,221476
PPP1R16A,84988
TRIM67,440730
NNAT,4826
CYLD,1540
VEZF1,7716
RNFT1,51136
OR6C2,341416
DDN,23109
ZNF442,79973
UBE2QL1,134111
VSTM1,284415
CHMP2B,25978
VAMP8,8673
RBM12B-AS1,0
CD302,9936
KIAA1429,25962
SH3RF2,153769
TSHB,7252
GNB3,2784
ATG4D,84971
ZNF683,257101
C2orf74,339804
SMAD1,4086
EFNA4,1945
ESPL1,9700
OSGIN2,734
NSDHL,50814
AMT,275
RP11-389E17.1,0
ARHGAP6,395
UNG,7374
EVI2A,2123
PSMD1,5707
PRDX1,5052
CCDC113,29070
CENPJ,55835
CLASP2,23122
RAB27A,5873
HIST1H2BC,8339
SERINC3,10955
FAM198A,729085
PTGDR,5729
PRR14L,253143
CEP120,153241
NPY1R,4886
NEDD4L,23327
KCNJ15,3772
GYPE,2996
SLC22A5,6584
MOCS2,4338
C4orf47,441054
C5orf51,285636
RP11-986E7.7,0
TIE1,7075
GLOD5,392465
KIAA1211L,343990
MAN1B1,11253
SLAMF6,114836
CASP5,838
CD40LG,959
GNPDA2,132789
LPIN2,9663
HILPDA,29923
TRIM39,56658
EIF3H,8667
GRB7,2886
ZNF540,163255
BRCA1,672
RIBC1,158787
TBL1XR1,79718
ZBTB42,100128927
CCT2,10576
FAM83F,113828
FAM154B,283726
SLC25A34,284723
GMPR2,51292
EHD4,30844
PPP1R17,10842
ACP1,52
C15orf65,145788
CDKL2,8999
NPLOC4,55666
GTF3C5,9328
STX6,10228
IGFL4,444882
PALM3,342979
RAB43,339122
CCL26,10344
ASCC2,84164
SBK1,388228
ATAD5,79915
GEMIN2,8487
SPAG5,10615
NPPA,4878
TET1,80312
TMCO4,255104
TXNL1,9352
PCSK5,5125
AURKA,6790
AC007382.1,0
SMYD3,64754
PTGER2,5732
TMEM183A,92703
ZGLP1,100125288
MPV17L,255027
GRPEL1,80273
LIN9,286826
PPIG,9360
YDJC,150223
RPAP2,79871
C19orf69,100170765
C3orf65,0
CPSF3,51692
MISP,126353
UFSP2,55325
CNTN6,27255
GTPBP8,29083
TRAF4,9618
RANBP1,5902
TDRD7,23424
ZC3HAV1,56829
ZBED1,9189
CSTF3,1479
IL10RA,3587
LGI3,203190
C12orf29,91298
SOWAHD,347454
GPD1,2819
PIK3CG,5294
BAI3,577
SFTA3,253970
SAMD10,140700
TECPR1,25851
PGBD5,79605
ARMC1,55156
TYROBP,7305
WASF1,8936
FOXN1,8456
GIPC2,54810
C10orf85,0
ARHGEF35,445328
MUC21,394263
KLF4,9314
SERPINB3,6317
RNASE10,338879
PGAM4,441531
CYP2A6,1548
EIF2B4,8890
HSD17B1,3292
MARCH5,54708
PIGB,9488
DONSON,29980
CKMT1B,1159
FBXW9,84261
MUC20,200958
GNGT2,2793
DPH5,51611
LRRC8E,80131
RBMX,26787
SURF1,6834
CXCL16,58191
MARK1,4139
NUCKS1,64710
KRT32,3882
AMBP,259
TAL1,6886
NKG2-E,0
ZNF593,51042
ZYG11A,440590
NDUFB5,4711
NCBP1,4686
C11orf84,144097
SCAP,22937
MYO18B,84700
HSPA1L,3305
ZNF771,51333
C22orf39,128977
DERL1,79139
CNTD2,79935
SH3GL1,6455
SERPINE2,5270
JAGN1,84522
LPAR3,23566
HNRNPK,3190
CX3CL1,6376
SERPINB4,6318
NPIPB9,728734
POLB,5423
ALOX12B,242
EGLN1,54583
KRT34,3885
CCNYL1,151195
MTMR6,9107
APOBEC4,403314
AC104809.3,0
GCC2,9648
TMEM158,25907
BST2,684
POLK,51426
ZBTB11,27107
HEBP2,23593
GP6,51206
RP11-706O15.1,0
CMTR2,55783
SPA17,53340
PDCD6IP,10015
MMP19,4327
C11orf88,399949
GGTLC1,92086
XXYLT1,152002
NUMBL,9253
EPB41,2035
BAZ1B,9031
PCBP2,5094
MYADML2,255275
PPHLN1,51535
SCRN1,9805
ENAH,55740
ABHD17C,58489
MT-ND2,4536
ALDH3B2,222
RP11-613M10.8,0
OR1J4,26219
PTOV1,53635
PTGS2,5743
TAPBPL,55080
HIST1H2BG,8339
INHBE,83729
S100A8,6279
BRCA2,675
AQP9,366
GNS,2799
KDM6B,23135
CYGB,114757
SELPLG,6404
C19orf73,55150
DLK2,65989
ZNF669,79862
ZNF781,163115
TM6SF1,53346
PPAN,56342
TXNRD2,10587
TMEM179,388021
PBX2,5089
HIRIP3,8479
EMX1,2016
TFG,10342
FAM207A,85395
KIF3C,3797
F8A1,8263
ZBTB46,140685
FAM167A,83648
IL4I1,259307
NWD1,284434
UBE2E3,10477
REN,5972
PHGDH,26227
PCDHGB7,56099
AAED1,195827
YBX1,4904
LACC1,144811
OSBPL3,26031
NR1I3,9970
ETFB,2109
PRTFDC1,56952
NEK3,4752
SLA,6503
PPP2CB,5516
GBP1,2633
ALDH3B1,221
CCDC40,55036
ANO2,57101
LTBR,4055
FAM124B,79843
FANCM,57697
PTK7,5754
ZNF689,115509
XPO6,23214
SLC2A4RG,56731
SUMO4,387082
LGI4,163175
C3orf36,80111
NAA30,122830
C14orf182,283551
ASTE1,28990
MKI67IP,0
LRRFIP1,9208
ANKRD9,122416
SLC25A1,6576
DHRS7B,25979
SH2B1,25970
CECR1,51816
SCAF11,9169
UNC13B,10497
PIGT,51604
USP19,10869
CNEP1R1,255919
AKAP12,9590
SAMHD1,25939
CTIF,9811
TBX6,6911
RP11-89N17.1,0
ALG5,29880
HIST1H2BB,3018
CRELD1,78987
IMMT,10989
MYBL2,4605
TROVE2,6738
CA9,768
ACVR2B,93
COL13A1,1305
RAB6B,51560
FEM1B,10116
PPAP2C,8612
SSRP1,6749
SLC39A11,201266
TRMT10C,54931
RCN2,5955
TMEM255B,348013
STOML2,30968
GNAQ,2776
OCRL,4952
PLA2G1B,5319
RNF38,152006
TEX35,84066
CTC-490E21.12,0
VMA21,203547
NCALD,83988
HOXC5,3222
ZNF76,7629
C6,729
PCDHGA2,56113
B2M,567
LRRC32,2615
CNOT3,4849
PTGR1,22949
C4BPA,722
SETMAR,6419
CYP39A1,51302
DRAP1,10589
TMEM59,9528
ERI2,112479
PPIL1,51645
C2orf16,84226
GCSAML,148823
LCE1B,353132
CRHBP,1393
PTPLAD1,51495
AF131215.5,0
PROB1,389333
AIF1,199
PHF19,26147
RAP2B,5912
CRH,1392
CHADL,150356
RFX8,731220
PSME4,23198
ZFAND5,7763
CXXC11,285093
PSEN2,5664
SULT1C4,27233
CEPT1,10390
MBOAT2,129642
DLEU1,10301
KLHL8,57563
KIF11,3832
HIST1H2BJ,8970
GPC5,2262
UTP15,84135
SKI,6497
NAA60,79903
HECW2,57520
CYTH3,9265
EML5,161436
FAM96B,51647
MPC1,51660
PAX6,5080
C19orf48,84798
FAM111A,63901
KLK8,11202
BARX1,56033
ZDHHC1,29800
WDR59,79726
C1orf141,400757
GLYR1,84656
TEX264,51368
KIAA0930,23313
OGDHL,55753
CCDC173,129881
GAB2,9846
TBC1D30,23329
TNS3,64759
ZC4H2,55906
NUBP1,4682
ZNF605,100289635
SPIDR,23514
USP4,7375
H6PD,9563
MRPL48,51642
IGF1,3479
TBC1D24,57465
TLN1,7094
C8orf12,83656
DYNAP,284254
NKIRAS1,28512
SNX1,6642
SLFN12,55106
SRSF5,6430
TTPAL,79183
CENPQ,55166
LRIT2,340745
RPRM,56475
CCDC147,159686
DRC1,92749
SLC16A13,201232
ALOX12,239
MDP1,145553
TMEM236,653567
LHFPL5,222662
FOXE1,2304
CLDND1,56650
LPIN3,64900
KCNAB2,8514
DNAJB4,11080
TMC5,79838
NFKBIA,4792
EMILIN2,84034
EFTUD2,9343
SPRED1,161742
LSM7,51690
TGFBI,7045
ALPK3,57538
NTS,4922
GDAP1,54332
GPR124,25960
VWA3B,200403
TEAD2,8463
RLN3,117579
PGP,283871
TANK,10010
DDHD1,80821
GRID1,2894
NUCB1,4924
MTRF1L,54516
MSRA,4482
UBE2O,63893
ATP5J2-PTCD1,26024
AIP,9049
ISL2,64843
PRKD3,23683
SLC4A9,83697
UMPS,7372
UQCRFS1,7386
TP53BP2,7159
CD48,962
WBP2,23558
CCDC151,115948
ITPRIP,85450
SYP,6855
TMIE,259236
HMGCS2,3158
DHX36,170506
RBP4,5950
SH3GL3,6457
COX7C,1350
CHST7,56548
ATP2B4,493
RP1,6101
GPX7,2882
C10orf55,414236
TG,7038
FARP1,10160
LECT2,3950
LRRC43,254050
SOD3,6649
NTNG1,22854
ABCB9,23457
SLIT3,6586
C9,735
WDR72,256764
LRRIQ1,84125
THAP8,199745
HEPHL1,341208
TFPI,7035
NCBP2L,0
AP003733.1,0
MKRN2,23609
MREG,55686
TSPYL4,23270
ZPBP,11055
AKAP14,158798
CCDC136,64753
GOLPH3,64083
LGALS4,3960
MRPL9,65005
ZBTB39,9880
GABARAPL2,11345
RAB3IP,117177
VPS35,55737
UBTF,7343
MMP11,4320
MOB2,81532
AMOTL1,154810
NFATC2,4773
C10orf88,80007
SERINC1,57515
FRYL,285527
OR2A1,346528
RND3,390
SHROOM4,57477
MTHFD2,10797
HIST1H3D,8350
EPHX2,2053
PDXP,57026
SREBF1,6720
DERA,51071
CAV3,859
DENND6B,414918
NMT1,4836
ALAD,210
GOLGA5,9950
FHL1,2273
RP11-126K1.2,0
PRIM2,5558
SELL,6402
PGM2L1,283209
PTPRCAP,5790
ARHGEF26,26084
HNRNPH2,3188
HSPA4L,22824
LRIG3,121227
LFNG,3955
CAPN11,11131
ZFYVE27,118813
TMA16,55319
HNRNPA3,220988
PRKAG2,51422
KIF13A,63971
CDH3,1001
ANLN,54443
ARHGEF12,23365
SEC14L2,23541
LRRFIP2,9209
PPP2R3C,55012
GABRG2,2566
POLE2,5427
RNASE13,440163
LEPROT,54741
PRKAG1,5571
DNASE1L2,1775
RTKN,6242
COX4I2,84701
AKAP5,9495
NUDT7,283927
BDP1,55814
COX6B1,1340
TMEM52,339456
WDR5,11091
TACO1,51204
PDE8A,5151
RNASEH1,246243
RAB1A,5861
DAZAP2,9802
FCHO2,115548
CTSE,1510
NBPF15,284565
PIGQ,9091
ATP6AP1,537
ZNF625-ZNF20,0
TRIM21,6737
AQP1,358
ZNF280B,140883
BMS1,9790
ADCY7,113
RPS27A,6233
GTPBP4,23560
RGPD5,84220
FAT4,79633
FIS1,51024
RSPO2,340419
CASP10,843
CNRIP1,25927
NPR1,4881
RFX7,64864
SERGEF,26297
MRPL52,122704
GALM,130589
FPGT-TNNI3K,51086
FCN1,2219
ARPC4-TTLL3,10093
CDYL,9425
RS1,6247
UGT2B4,7363
CELF2,10659
TAF1A,9015
APEX2,27301
ARL16,339231
BPIFC,254240
R3HCC1,203069
RAD54L2,23132
IDNK,414328
C1orf147,0
GRAP,10750
FBXO2,26232
GLRX2,51022
MED30,90390
OR1J1,347168
PTGDS,5730
SIGLEC1,6614
GPR171,29909
TRIM15,89870
UBE2L6,9246
OLA1,29789
TIMM13,26517
HNRNPL,3191
STXBP5L,9515
LOH12CR1,118426
CCDC96,257236
ATP6V0D2,245972
PLOD1,5351
MUTYH,4595
LRRC6,23639
PRTG,283659
C19orf40,91442
KCNA4,3739
CCDC169-SOHLH2,100526761
ARHGEF37,389337
SFTPC,6440
KCNS2,3788
TMEM109,79073
GON4L,54856
C12orf66,144577
MCOLN1,57192
NEUROD1,4760
KIAA0247,9766
ID2,3398
UQCRC1,7384
PDAP1,11333
APBB2,323
SLC45A2,51151
CDC42SE2,56990
DYNC1I1,1780
FAM149A,25854
ADAM23,8745
AVEN,57099
OSBPL9,114883
ABHD13,84945
PRPS2,5634
BOK,666
FAHD2A,51011
ZNF330,27309
EPB41L4A-AS2,0
OR9K2,441639
C7,730
TTF2,8458
NCOA6,23054
OBFC1,79991
C1orf170,84808
STK32A,202374
KAT6B,23522
PCCB,5096
EPCAM,4072
ABCB1,5243
RNF39,80352
DHX9,1660
REV3L,5980
ZNF583,147949
SPOCD1,90853
IDO1,3620
PTCD2,79810
ENPP7,339221
SENP5,205564
PITX3,5309
AHCYL2,23382
MS4A3,932
ZNF347,84671
RBMXL2,27288
PPFIA3,8541
FRAT1,10023
TIMM23B,653252
SPAG8,26206
DDX24,57062
CITED4,163732
ASAH2B,653308
MTERFD2,130916
CLPX,10845
MLYCD,23417
TOPBP1,11073
INTS2,57508
KIAA0232,9778
DPP7,29952
ARHGAP42,143872
IGIP,492311
SIDT1,54847
CD8A,925
SKOR1,390598
PRKCQ,5588
VPS53,55275
GNPDA1,10007
CCDC36,339834
WDPCP,51057
ASAP3,55616
ARMC4,55130
LAPTM4B,55353
SLC17A5,26503
PLK4,10733
CDK7,1022
NEURL,0
TXNIP,10628
PCOLCE2,26577
MEFV,4210
ACADS,35
GORAB,92344
GIMAP7,168537
PCDHB6,56130
MND1,84057
PDE4A,5141
HLA-E,3133
AMPD1,270
AFF1,4299
COX6A1,1337
CFC1,55997
METAP2,10988
ARHGAP25,9938
ITGB4,3691
NYAP2,57624
ASL,435
AQP8,343
WFDC1,58189
CENPM,79019
IRAK1BP1,134728
ZNF799,90576
SLC6A20,54716
ACCS,84680
STK31,56164
HOXD8,3234
LRFN3,79414
PPIL6,285755
POU6F1,5463
KNCN,148930
CTD-2162K18.4,0
RUSC2,9853
ZDHHC7,55625
DNAJC15,29103
HIST1H3F,8350
KRTAP4-1,85285
MRPL42,28977
BCL11B,64919
FGF2,2247
ST20-MTHFS,10588
LILRA1,11024
TMEM54,113452
ITGAL,3683
LMOD1,25802
TSN,7247
SCAF1,58506
UBE2N,7334
RP11-455G16.1,0
CCZ1,51622
TSPAN7,7102
NAV1,89796
MECR,51102
HEBP1,50865
UBE3C,9690
ATP13A4,84239
ACVR1C,130399
AC007401.2,0
HPCAL1,3241
KBTBD13,390594
AK1,203
SESN3,143686
AVPI1,60370
DAO,1610
AC120194.1,0
ITIH2,3698
ANXA11,311
CNOT8,9337
TDRD10,126668
HSPA12B,116835
RABL3,285282
CAPN8,388743
TMEM194A,23306
OSBPL11,114885
KDM5C,8242
EVI5,7813
CHKA,1119
MYRF,745
AL953854.2,0
PRKAR2B,5577
LNPEP,4012
DNAJC28,54943
MLTK,0
LURAP1L,286343
C1orf131,128061
CCDC166,100130274
ATP6V1D,51382
ELK1,2002
SUCO,51430
KRT3,3850
NFRKB,4798
SYMPK,8189
C20orf194,25943
CHST14,113189
DENND6A,201627
AGBL5,60509
COL10A1,1300
FOXK2,3607
FRRS1L,23732
AL139147.1,0
FERMT2,10979
PSMC2,5701
MFAP1,4236
C19orf35,374872
MEF2D,4209
DPYSL4,10570
DAW1,164781
ZNF576,79177
TGFA,7039
TRMT1,55621
JAK2,3717
PCDH20,64881
S100A9,6280
SYT12,91683
ALDH16A1,126133
ANKAR,150709
KANK3,256949
SNX2,6643
POLR2J3,5439
CASK,8573
AC117834.1,0
CDC27,996
EIF1AD,84285
POMT2,29954
ARHGEF17,9828
SPATA6L,55064
OTUD5,55593
SIRT4,23409
MRPS18A,55168
NGRN,51335
TSNAXIP1,55815
CIB2,10518
DLEU7,220107
NIPAL1,152519
YES1,7525
XPR1,9213
C4orf22,255119
GOLGA7B,401647
GALNT18,374378
BCAM,4059
LRRN4CL,221091
PNRC2,55629
HM13,81502
FRMD6,122786
ENTPD7,57089
GNG2,54331
ISY1,57461
ZNF274,10782
HACL1,26061
GPR64,10149
RSL1D1,26156
MYO18A,399687
SDHA,6389
FUK,197258
CCDC58,131076
APOA1BP,128240
SCRN2,90507
TERF2IP,54386
RNF43,54894
GK,2710
TRIM56,81844
DEK,7913
PRPF40B,25766
METTL8,79828
RP11-176H8.1,0
DCAF12,25853
MSANTD3-TMEFF1,100526694
LIPI,149998
KLHL32,114792
UBQLN1,29979
HELLS,3070
HUWE1,10075
CLCN1,1180
NKG7,4818
UBL3,5412
FSCN2,25794
MYL6B,140465
PC,5091
SNX21,90203
LRRC4C,57689
HIST1H4L,8294
VANGL2,57216
PPP5C,5536
AGAP2-AS1,0
IGSF11,152404
GNPTG,84572
GPR65,8477
GFRA1,2674
CACNA1S,779
AIF1L,83543
SNAI1,6615
EFEMP1,2202
AGTPBP1,23287
CCBE1,147372
EFCAB5,374786
MCL1,4170
COPA,1314
RAB38,23682
ENPP5,59084
FARSA,2193
EMC9,51016
SLC11A1,6556
GBP6,163351
DMP1,1758
USP46,64854
AC004381.6,0
GPATCH4,54865
CUL1,8454
NINJ1,4814
GJB2,2706
CD1B,910
CSTF2,1478
SDCBP,6386
CAPN7,23473
PROC,5624
SARS,6301
MIPOL1,145282
LDLRAD4,753
SLC16A2,6567
NUP214,8021
CFP,5199
CHID1,66005
RHCE,6007
PDIA6,10130
HIST1H2BD,3017
USP54,159195
C3orf17,25871
CCDC134,79879
PREP,5550
NXPH1,30010
MAGEB6,158809
RBP2,5948
PLSCR2,57047
IVD,3712
PPIL4,85313
SUMF1,285362
INSIG2,51141
EVI5L,115704
TMEM87A,25963
PRCC,5546
CSDC2,27254
ZNF462,58499
GUCD1,83606
TAF4,6874
FANCA,2175
USP33,23032
CSNK2B,1460
RORB,6096
DYSF,8291
OR5K2,402135
ICAM1,3383
KIAA0907,22889
ZC2HC1A,51101
PCDHGA1,56114
GBA2,57704
MYL4,4635
RABEP1,9135
TET3,200424
NUP43,348995
ZBTB22,9278
SLC3A2,6520
PGK2,5232
HEXDC,284004
TMEM189,7335
LRRC52,440699
C17orf75,64149
APEH,327
DOK7,285489
TRIM37,4591
GJB7,375519
GOSR1,9527
GPRIN2,9721
NOA1,84273
THOC5,8563
NAT1,9
CAGE1,285782
POU3F1,5453
SIKE1,80143
TBC1D20,128637
PHLDA2,7262
C8orf34,116328
FBXO5,26271
PSAT1,29968
EBNA1BP2,10969
NIF3L1,60491
DEAF1,10522
SCNM1,79005
GSG2,83903
CCDC43,124808
EGR2,1959
RAD51B,5890
MEGF9,1955
PMS2,5395
LARP1,23367
CYTH2,9266
ATG13,9776
DVL2,1856
N6AMT2,221143
TTK,7272
KBTBD2,25948
NEXN,91624
ACACB,32
COIL,8161
TMEM133,83935
LRTOMT,220074
MAFG,4097
COL3A1,1281
NUMB,8650
CRY1,1407
APLNR,187
ZNF672,79894
SPINK5,11005
G2E3,55632
METTL2B,55798
SORD,6652
RARRES3,5920
STARD3,10948
PEX2,5828
DIRAS3,9077
RPL26L1,51121
CCNB2,9133
PSMB10,5699
RPL35,11224
MZT2A,80097
CACNG1,786
SKIV2L,6499
ITGA9,3680
KIAA1191,57179
SH3PXD2B,285590
PRNP,5621
GRIK4,2900
ARRB1,408
COX5B,1329
EMB,133418
NPM1,4869
HSPE1-MOB4,25843
FUBP3,8939
SMPD4,55627
FAM45A,404636
FAM83C,128876
DUS2,54920
STEAP2,261729
UTP20,27340
SGCB,6443
RASSF7,8045
CYP27B1,1594
UBAP2,55833
CTPS2,56474
LPO,4025
FMNL3,91010
ADAM29,11086
THBD,7056
FAF1,11124
CKS1B,1163
KPNA5,3841
OSGEPL1,64172
CXorf21,80231
SLITRK6,84189
CACFD1,11094
ZNF254,9534
GPR112,139378
NUP205,23165
FAM149B1,317662
GPR98,84059
CCNB1,891
P2RX5-TAX1BP3,5026
ZNF812,729648
C5orf60,285679
OR2S2,56656
ROPN1L,83853
UFD1L,7353
NUP133,55746
HMG20B,10362
DNAJC2,27000
COLEC10,10584
PSMB9,5698
LBH,81606
MMP15,4324
ASTL,431705
E2F8,79733
SNX20,124460
MFSD4,148808
NCAN,1463
SMCO1,255798
LTBP2,4053
ABRA,137735
POPDC3,64208
TMPRSS6,164656
IGFBP4,3487
SELO,0
TOMM22,56993
SERPINH1,871
C15orf37,0
ITPA,3704
SLC41A3,54946
DMBX1,127343
FMO5,2330
SLC5A2,6524
GALNT7,51809
TMEM110-MUSTN1,375346
HDX,139324
DHRS1,115817
IKBKAP,8518
CLEC1A,51267
TMEM63B,55362
ARRDC4,91947
RNASEH2A,10535
KANK1,23189
ADAP1,11033
NARG2,79664
DYDC2,84332
MMP3,4314
APOLD1,81575
TRIM7,81786
ETFDH,2110
PLD1,5337
NDUFS8,4728
FAM175A,84142
ZFYVE16,9765
EXPH5,23086
SQLE,6713
SLC24A5,283652
IPPK,64768
TARBP1,6894
TMBIM4,51643
TMEM241,85019
HNF1B,6928
C1orf21,81563
IL12B,3593
UNC45A,55898
KRT23,25984
RGPD8,84220
ARL6IP5,10550
LDHB,3945
MMRN1,22915
CACNA1H,8912
FBXO25,26260
PTGER4,5734
SERPING1,710
LIPA,3988
HUS1,3364
PAM16,51025
NCF2,4688
YPEL5,51646
ERCC6L2,375748
AK4,205
ZNF551,90233
RRM1,6240
BICD2,23299
CCL4,6351
PSORS1C2,170680
ATP6V1G2-DDX39B,0
SLC25A23,79085
AXIN2,8313
RGS9BP,388531
PAPOLA,10914
SLC44A4,80736
STMN1,3925
GAREML,150946
C19orf81,342918
TLX2,3196
RGS9,8787
RTKN2,219790
KL,9365
BMP6,654
PIGM,93183
NIT2,56954
NDC1,55706
C1orf186,440712
C11orf87,399947
ATG7,10533
TEAD3,7005
CCL2,6347
FEZ1,9638
NDUFA10,4705
TNNI2,7136
BBS1,582
SCN7A,6332
PAGR1,79447
C6orf165,154313
C1orf35,79169
NGFRAP1,27018
ALOXE3,59344
DHX34,9704
RCSD1,92241
NPEPPS,9520
FAM19A1,407738
XPA,7507
HOOK1,51361
ELTD1,64123
SYNDIG1,79953
IMPG1,3617
PCDHGA12,26025
TRIM16L,147166
B4GALNT3,283358
FAM228B,375190
KNTC1,9735
USP45,85015
ZMIZ1,57178
FAM214B,80256
CCIN,881
SLC7A7,9056
HCFC2,29915
FAM110D,79927
ANKIB1,54467
CBX2,84733
CHPF2,54480
TMEM205,374882
CHAF1A,10036
GCLM,2730
ZDHHC11,79844
CALCOCO2,10241
FAM129A,116496
FTSJ1,24140
IGF1R,3480
MAP2,4133
SNX12,29934
MAP7D1,55700
KCTD10,83892
SLC15A1,6564
ORMDL3,94103
BCL2L10,10017
ATP1B2,482
FKSG62,0
CA2,760
CALD1,800
CASP7,840
BDNF,627
MAST1,22983
AQP2,359
LL22NC03-63E9.3,0
FLYWCH1,84256
SLMAP,7871
ATP1A2,477
SLAMF1,6504
ATPAF1,64756
VAMP2,6844
CLLU1OS,574016
WDR3,10885
TMEM47,83604
KCNIP1,30820
STK4,6789
FAM167B,84734
CD53,963
ASPA,443
SPRED2,200734
ABCC5,10057
NOP56,10528
ARHGEF39,84904
PSMC5,5705
NCAPG,64151
WIPF1,7456
CATSPER1,117144
HDGF,3068
SLC25A13,10165
LANCL2,55915
SDPR,8436
FRMD8,83786
NBEAL2,23218
RAD18,56852
ELMO1,9844
TRABD,80305
SNX19,399979
CACHD1,57685
ZFP92,139735
ZNF300,91975
SAMD14,201191
GART,2618
MAGEA11,4110
ABCC8,6833
PPARG,5468
ISY1-RAB43,100534599
AC006116.20,0
MFSD2A,84879
EPHB1,2047
CYP4A22,1579
CPT1B,1375
CTSO,1519
TCTA,6988
URI1,8725
OLAH,55301
LRFN5,145581
FAM90A26,0
C7orf57,136288
TMEM139,135932
CFD,1675
EXOSC3,51010
CBR1,873
ECM1,1893
TM4SF19,116211
C16orf70,80262
BLVRA,644
BMP2K,55589
PGK1,5230
HNRNPUL1,11100
GCFC2,6936
WWTR1,25937
CAMK1,8536
PWWP2A,114825
CD151,977
PMPCA,23203
TCFL5,10732
EFS,10278
MAB21L2,10586
DHX8,1659
DMXL2,23312
MGME1,92667
MRC2,9902
ZYG11B,79699
SORCS2,57537
PBOV1,59351
ARID3C,138715
SIRPB1,10326
ZMYND11,10771
KDELC2,143888
MSGN1,343930
FBXO4,26272
EAPP,55837
CABLES1,91768
RP11-724O16.1,0
MAPK12,6300
PLEKHG4B,153478
AL049840.1,0
MASP2,10747
RAB24,53917
MAGIX,79917
PRSS22,64063
IL23A,51561
TBCE,6905
ITPKA,3706
PTPN22,26191
NUDT12,83594
C12orf52,0
VWA9,81556
TMEM147,10430
FAN1,22909
RRM2B,50484
HR,55806
HLA-DQA2,3118
PRKCE,5581
BAIAP2L1,55971
C8orf46,254778
MRPL24,79590
CKAP4,10970
ERI3,79033
FAM180B,399888
POLDIP2,26073
RARRES2,5919
WNT7A,7476
BBS2,583
PRRG1,5638
HOXA2,3199
PDCD10,11235
TFR2,7036
MAN2B2,23324
EIF4H,7458
MRPS11,64963
GATA6,2627
AARSD1,80755
CALML4,91860
LAMP3,27074
CCDC85C,317762
ZBTB21,49854
PPP1R36,145376
STARD5,80765
GPR85,54329
ARGLU1,55082
FLT3LG,2323
VSIG10,54621
SLC35A1,10559
BCS1L,617
B4GALNT2,124872
RALGPS2,55103
PIGC,5279
MTHFD1L,25902
DSEL,92126
GOLGA8N,643699
CFI,3426
ANKRD62,342850
AC007405.2,0
CEP112,201134
COPZ2,51226
ZNF25,219749
RNF19A,25897
ZNF737,100129842
GRINA,2907
GPCPD1,56261
TNFAIP8L3,388121
FGF22,27006
RACGAP1,29127
GPAM,57678
PAXIP1,22976
PPA1,5464
ZNF714,148206
URB1,9875
POU2F1,5451
CCND3,896
SHROOM2,357
KIAA0101,9768
SRRD,402055
SOCS7,30837
RPUSD2,27079
DOK2,9046
DCAF17,80067
SSH1,54434
TCEAL3,85012
ENTHD1,150350
DMTN,2039
MYO15B,80022
PPP1R37,284352
SIPA1L3,23094
MT-ATP6,4508
C2orf62,375307
HTR1B,3351
SOSTDC1,25928
CTNNA1,1495
HAPLN3,145864
TBC1D9,23158
EVI2B,2124
C9orf142,286257
NFAM1,150372
NRN1L,123904
NLRP2,55655
CLIC4,25932
STOML3,161003
CLDN5,7122
TRIM55,84675
PHYHD1,254295
SLC44A2,57153
NAA20,51126
LRGUK,136332
TMBIM6,7009
KREMEN2,79412
KHDRBS2,202559
ATMIN,23300
NCBP2,22916
NOC4L,79050
DPP6,1804
CASP2,835
TBL3,10607
SASS6,163786
KIAA1324L,222223
ANK2,287
TSNAX-DISC1,0
YME1L1,10730
FUCA1,2517
SYNGR1,9145
POLR2G,5436
DCN,1634
CMC2,56942
CNTN4,152330
MRPS14,63931
PLEKHG6,55200
COA1,55744
ATP2C1,27032
A4GNT,51146
XAF1,54739
TMEM144,55314
RP5-1052I5.2,0
TMEM150A,129303
ACVR1,90
SV2A,9900
PLN,5350
CHRNA7,1139
AGAP2,116986
CDH1,999
IL1RL1,9173
FHOD3,80206
UGT1A5,54579
SMIM1,388588
CDK5RAP1,51654
EHMT2,10919
C4orf51,646603
JKAMP,51528
POLR3D,661
AC005003.1,0
UACA,55075
ACSL1,2180
SPARCL1,8404
TGOLN2,10618
HMGB1,3146
GLYCTK,132158
POMK,84197
ZNF3,7551
YWHAQ,10971
TTC7A,57217
GAST,2520
SCARA5,286133
ZSCAN21,7589
ALDH6A1,4329
PSMB1,5689
ACOT11,26027
TRAF3IP2,10758
PXN,5829
DSCR3,10311
PGAP2,27315
SCYL2,55681
AQP7,364
DPF2,5977
ZNF682,91120
FAM58A,92002
CTD-2600O9.1,0
FN3K,64122
ZC3H12B,340554
GAPVD1,26130
HELB,92797
PCSK6,5046
ATP11B,23200
DHX30,22907
DMRTC1,63947
HSPBP1,23640
ENPEP,2028
FAM162B,221303
EIF4EBP1,1978
ZNF398,57541
CORO1A,11151
TPRG1L,127262
CEND1,51286
ANKRD55,79722
ITGAV,3685
PLD4,122618
ZNF880,400713
TRIM44,54765
RCBTB1,55213
ANXA3,306
FECH,2235
SH2D4A,63898
ACTL6A,86
SYNJ2,8871
